Ticker,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Last,1-Year Beta,Basic EPS (FY),EBITDA (TTM),Goodwill,Industry,Last Year Revenue (FY),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Total Debt (MRQ),Total Revenue (FY),YTD Performance,Yearly Performance,Number of Employees,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Monthly Performance,Total Assets (MRQ),Total Current Assets (MRQ),Total Shares Outstanding (MRQ)
HAVELLS,2353048,369504000000,50.20035818,11.7539,Producer Manufacturing,599.34998,1.0921133,11.7518,10286500000,3104700000,Electrical Products,94323100000,-9704200000,7353500000,7.79438278,0.68216081,10.32385823,17.24850666,16.98909558,,1621100000,94323100000,-7.38623789,-17.50739959,,26.14843235,20703700000,5400300000,5.82678576,70734500000,34806400000,626013000
INFRATEL,17125518,365945000000,11.10463412,17.8404,Communications,203.14999,0.9000005,17.8402,36176000000,0,Specialty Telecommunications,67430000000,7421000000,32987000000,48.92036186,1.27060472,17.37081291,23.50011933,21.96110022,11800840.0420021,46272000000,67430000000,-19.54455842,-21.85036269,5714,37.8244105,25357000000,5989000000,-7.17387219,207149000000,53495000000,1849610000
HINDALCO,14067880,364459000000,9.57750247,16.9397,Non-Energy Minerals,160.89999,1.6837212,16.94,143261400000,200980000000,Other Metals/Minerals,1181440000000,403900000000,37670000000,3.18842756,1.1765591,2.28518807,6.50498995,3.37693996,,682380000000,1181440000000,-25.56095422,-16.91195543,,22.22283917,262550000000,68280000000,6.52101291,1695280000000,661720000000,2246280000
INDUSINDBK,19937476,361209000000,7.74407655,67.4146,Finance,528.75,2.4533467,64.33,,,Regional Banks,357355000000,446994500000,44581800000,12.47549356,,1.52403567,14.54090222,4.98752624,,607535500000,357355000000,-64.98344371,-64.44780635,,,,,9.32492731,3072286000000,160541000000,693566000
DLF,8746550,348276000000,,-2.2062,Finance,140.95,1.3065656,-2.41,11350100000,9442500000,Real Estate Development,60827700000,34757000000,-5831900000,-9.58757277,0.40081526,-0.9394756,-1.71467756,-1.50446712,,63294800000,60827700000,-38.95625548,-20.6809229,,35.26896463,21453300000,5702500000,-12.88627936,572297800000,287930000000,2475310000
HINDPETRO,8375851,341488000000,12.93466838,17.3178,Energy Minerals,227.10001,0.5838142,17.32,56622400000,166900000,Oil Refining/Marketing,2690915300000,338177700000,26387300000,0.9806421,0.32065975,2.34803118,8.59783309,5.46215117,,393857500000,2690915300000,-14.1398828,-20.78827971,,5.85161333,157114900000,28812700000,1.54259788,1169062000000,376178200000,1523820000
PGHH,9873,339886000000,80.1596359,130.8227,Consumer Non-Durables,10678.1,0.27389088,129.1191,5720900000,0,Household/Personal Care,29465000000,-7573600000,4191300000,14.13295615,,23.94833531,44.26624316,44.26624316,38266233.76623377,0,29465000000,-6.71704377,-2.23221234,770,55.23787337,13040800000,3751700000,8.52830572,17543400000,12486000000,32460700.00000001
UPL,9435359,333391000000,21.04732743,20.7366,Process Industries,453.64999,1.5706304,23.24,70240000000,182410000000,Chemicals: Agricultural,357560000000,225990000000,17760000000,4.43282246,1.27891646,2.38111334,9.34359065,3.59137617,,293510000000,357560000000,-22.38665697,-28.54217464,,31.53316926,116100000000,33300000000,3.83382934,700830000000,291900000000,764045000
ABBOTINDIA,11764,324287000000,54.69888421,279.0322,Health Technology,15231.8,0.32736817,279.04,7564400000,,Pharmaceuticals: Other,40931400000,-20224900000,5929300000,14.48594478,3.00467961,18.23933073,26.70678292,25.89499384,,1748900000,40931400000,16.49114757,71.45591237,,30.33783355,12417700000,2744800000,-2.7247269,35468500000,32046400000,21249300
PNB,19422998,316081000000,19.7322046,1.7028,Finance,34.549999,0.9992263,0.8029,,0,Major Banks,642644700000,519532900000,4384500000,0.6818167,,0.05344595,0.80395057,0.30288524,,934062800000,642644700000,-46.30924619,-52.50859244,,,,,0.14492464,8514572500000,831560500000,9407170000
HAL,736801,313488000000,10.81552959,86.6578,Electronic Technology,923.40002,0.5208575,86.66,49286400000,,Aerospace & Defense,215218600000,54586200000,28978300000,13.46458903,0.70785674,5.59207654,24.02868022,23.92946916,,57751800000,215218600000,26.4238766,37.63601021,,31.7726256,68380600000.00001,34178800000.000004,30.41452342,531882000000,413245800000,334387000
PEL,1205258,310645000000,130.58414359,11.9254,Finance,1406.35,1.5603607,-32.52,85805400000,11390700000,Investment Managers,130682900000,207183100000,-7334500000,-4.41757012,0.63582605,-0.78460222,-2.17827631,-1.19624266,,284398200000,130682900000,-7.69256014,-25.63045944,,67.8017996,92609700000,22384500000,20.92433362,749085800000,161130800000,225538000
ALKEM,132681,298488000000,26.49468197,94.2642,Health Technology,2507.3501,0.51167136,94.2642,14733900000,3984500000,Pharmaceuticals: Generic,82755700000,4605700000,11270700000,13.50696758,1.10389694,12.29702844,19.43222463,18.79930445,4750886.9625122,17226700000,82755700000,24.50221461,41.17167389,17419,38.84264341,26634800000,7436300000,8.76222661,99433300000,54779500000,119565000
MOTHERSUMI,6497821,294768000000,25.19908166,3.7045,Producer Manufacturing,94.300003,1.797777,3.71,52013800000,24060400000,Auto Parts: OEM,635368700000,81558800000,11700400000,1.84151344,0.73113695,2.63445447,10.52968821,5.90714488,,130353500000,635368700000,-35.65335858,-20.18620144,,14.91850322,94842499999.9999,21516900000,-3.1330201,454957800000,194654300000,3157660000
BAJAJHLDNG,63512,293621000000,9.81555111,268.8387,Finance,2716.05,1.0471755,268.8387,3017300000,0,Financial Conglomerates,4244100000.000001,554600000,29920000000,708.18244219,,9.99510434,10.93650394,10.90916715,249652941.1764706,1677700000,4244100000.000001,-20.27094698,-24.15174744,17,90.29799522,3834400000,1066900000.0000002,7.47057078,327909700000,,111294000
IGL,4661917,288575000000,23.11228152,17.839,Industrial Services,417.60001,0.68654096,17.84,15196400000,,Oil & Gas Pipelines,64852700000,-20837500000,12489900000,19.25887434,1.3625974,18.17885429,25.82243779,25.62067558,,961900000,64852700000,-2.46408507,37.23300155,,37.03716268,24019600000,6258100000,-6.71282937,75443500000,24976400000,700001000
WHIRLPOOL,37434,285659000000,58.29831104,38.6392,Consumer Durables,2252,0.5855938,38.64,6708400000,,Electronics/Appliances,59925200000,,4901900000,8.18019798,1.32859813,12.14541094,20.83538773,,,,59925200000,-5.11902254,44.33121836,,27.09494503,16236700000,3368000000,10.14109994,43602700000,32817199999.999996,126872000
MRF,10938,277588000000,19.48610628,3354.213,Consumer Durables,65042.801,0.63647854,3354.2,23740100000,,Automotive Aftermarket,162393600000,-11848300000,14225700000,8.76001271,0.99878528,7.49750381,12.34223753,11.43277577,,15100600000,162393600000,-1.94103759,17.8377832,,26.44857925,42950800000,9608300000,3.32569221,194423400000,81510400000,4241143
CONCOR,7216169,273207000000,67.58507299,6.6383,Transportation,446.25,1.1701256,6.6383,16938000000,,Railroads,65394200000,-21279800000,4044700000,6.1851051,2.46533106,3.28973267,3.96989137,3.94402482,,636400000,65394200000,-21.97062696,-19.64526586,,21.41734282,14005700000,4097200000,9.09424542,117895200000,29279300000,609294000
OFSS,36145,266416000000,18.24425457,170.39,Commercial Services,3191.3501,0.647516,170.38,22286880000,6086630000,Financial Publishing/Services,48612760000,-43821290000,14622170000,30.0788723,,20.66330968,25.41633717,25.26668423,,1146820000,48612760000,16.48751543,1.49151998,,51.259155,24918490000,6452570000,23.13019569,80213440000,59755110000,85956000
EMBASSY.RR,217000,265615000000,33.741394,10.2109,Finance,343.32999,0.7363729,4.7343,15897130000,51699220000,Real Estate Investment Trusts,20191810000,39069790000,3653290000,35.82086974,,,,,,56884380000,20191810000,-18.87287763,-9.27996276,,66.33613269,15178430000,3159920000,-10.65862212,337978960000,,771665000
ADANITRANS,229643,265329000000,35.83395107,6.745,Utilities,240.64999,0.62821215,3.2599,44866300000,5920900000,Electric Utilities,112557300000,250609900000,3585300000,6.49809565,1.41272478,2.01328493,15.05562495,2.68556528,9147281.59284844,276705000000,112557300000,-27.38382702,7.12219039,12305,40.70730801,36473500000,11955800000,8.76835706,409191300000,84377000000,1099810000
NMDC,3233947,264238000000,7.39055551,11.6703,Non-Energy Minerals,85.599998,0.8529973,11.67,60019200000,938900000,Other Metals/Minerals,116992200000,-18718900000,35732900000,30.54972896,2.38333597,11.63502644,13.30705491,,,5655700000,116992200000,-33.59192813,-24.61470894,,68.66132956,80328400000,22075500000,3.82049862,312944300000,73480400000,3061850000
UBL,330537,260135000000,60.89269634,16.1645,Consumer Non-Durables,985.09998,0.8155004,16.18,8758400000,242100000,Beverages: Alcoholic,65092400000,904600000,4277300000,6.57112044,0.93824481,7.78937209,12.76038443,12.60186555,,1690500000,65092400000,-22.43612614,-27.17528055,,39.4652832,25688900000,5261800000,-3.42630459,55508300000,29614500000,264404999.99999997
GICRE,1383847,258160000000,,,Finance,161.75,1.3919922,15.718,,273800000,Specialty Insurance,447092301000,-145473600000,27575695000,,,,,,770848794.8275862,0,447092301000,-28.55565055,-30.00865729,580,,,,5.51206784,1318281400000,145473600000,1754400000
GLAXO,25712,257455000000,276.13785081,5.5016,Health Technology,1505.5,0.38098347,5.5018,6572500000,0,Pharmaceuticals: Other,32243807000,-10413633000,932046000,2.89047817,1.24619012,2.62984961,4.70678707,4.67487135,,418400000,32243807000,-6.50810408,29.13878881,,37.38020953,10614307000,3021700000,10.0672613,31527790000,17748814000,169406000
IDEA,1034536970,255170000000,,-25.7078,Communications,9.1,0.7955744,-27.26,147977000000,0,Wireless Telecommunications,449575000000,1074705000000,-738781000000,-164.32875494,0.1741885,-32.35874277,-225.1876485,-55.4852834,,1105883000000,449575000000,47.96747967,-19.11111111,,-16.7086693,-75118000000,-11429000000,-0.54644809,2269196000000,166861000000,28735400000
PIIND,122988,254908000000,50.72636738,33.0962,Process Industries,1701.05,0.7837264,33.08,7178000000,828000000,Chemicals: Specialty,33665000000,2410000000,4566000000,13.56304768,1.11258519,12.18493562,18.61963503,17.18544168,,5077000000,33665000000,17.64644858,52.24648707,,31.53126392,10615000000,2618000000,9.51905743,42248000000,20233000000,151713000
RUCHI,326579,254018000000,3.38523593,255.093,Process Industries,820.79999,-2.2249346,871.28,3493528000,,Agricultural Commodities/Milling,131177881000,31160602000,76720227000,58.30814876,1.02596634,96.91989926,,946.04334449,,35841325000,131177881000,,,,9.5720787,12559989000,2374602000,-31.07154938,78676113000,26087065000,295764698.85
BAYERCROP,50574,250141000000,53.29231283,104.4494,Process Industries,5847.8501,0.9184738,105.5803,6485000000,0,Chemicals: Agricultural,36070000000,-10668000000,4745000000,11.99361945,1.77918203,11.70217452,17.88639781,17.83117435,29325203.25203252,450000000,36070000000,64.13635624,74.75570331,1230,34.40979955,11696000000,1546000000,-2.37148871,38681000000,30144000000,44942100
YESBANK,36859961,248500000000,,-83.1758,Finance,19.450001,-1.3105638,-56.1149,,0,Regional Banks,380077877000,1162510988000,-164325804000,-76.80679726,,-7.11752396,-93.57106292,-15.12860895,,1232623287000,380077877000,-58.5729487,-79.08602043,,,,,-30.53571071,2578321637000,107173456000,12550500000
HONAUT,2856,248154000000,50.56855352,554.4157,Electronic Technology,27745,0.95192593,555.88,6363500000,,Electronic Equipment/Instruments,32900100000,-14329600000,4914800000,14.89934681,2.42514453,15.43873905,24.97331693,24.57339082,,809400000,32900100000,1.57403697,18.86986866,,31.96646819,10517000000,2327000000,-3.59423754,34574800000,29566600000,8841520
ACC,1539079,247071000000,18.28839472,72.1252,Non-Energy Minerals,1329.8,0.57057714,73.3495,24675600000,155700000,Construction Materials,154733300000,-46477300000,13774100000,8.88718287,,8.22748896,12.47898705,12.47898705,,0,154733300000,-8.01369626,-13.42729729,,28.03436974,64311200000,9834500000,4.54402516,174271700000,75241000000,187787000
KANSAINER,445457,242433000000,46.57260776,9.6677,Process Industries,457.39999,0.71634775,9.6677,8044600000,197800000,Industrial Specialties,52799700000,-2551600000,5210100000,9.8676697,1.53896472,11.08353871,14.51962829,14.35843025,8953654.40054265,2419700000,52799700000,-12.31669271,7.62352706,5897,29.7136158,14503000000,3075800000,18.11491026,48836200000,24885400000,538919720
BALKRISIND,514593,242101000000,25.24340887,49.6387,Producer Manufacturing,1253.25,1.2209656,49.64,12712500000,,Auto Parts: OEM,48112400000,5113600000,9596500000,19.94600145,0.83821292,14.42899361,19.86454066,19.85584777,,9315600000,48112400000,26.52062113,73.89343452,,40.95098145,19702500000,5728500000,3.07603734,68063500000,19214500000,193317000
BEL,11349644,238786000000,13.08516036,7.4894,Electronic Technology,96.75,0.57095176,7.49,27544600000,,Aerospace & Defense,129676700000,,18238500000,14.06459295,1.14877286,8.0148357,18.91663292,,,,129676700000,-3.29835082,-6.83678382,,26.40250716,34237900000,18325000000,20.86195674,243483100000,187380900000,2436590000
3MINDIA,4821,237169000000,73.57390171,285.9866,Communications,21532.551,0.73855555,285.99,4517147000,,Specialty Telecommunications,29865509000,-7384432000,3221692000,10.78733666,2.50323248,14.28759433,20.23861859,20.07942099,,421284000,29865509000,1.06949176,-2.05933046,,28.87436474,8623475000,1728637000,15.80811283,23713560000,18687401000,11265100
JUBLFOOD,552349,231718000000,82.73864515,21.2156,Consumer Services,1751.85,0.68142754,21.22,8755927000,,Restaurants,39272740000,9630025000,2799825000,7.12918172,1.07365794,10.6679373,23.51150881,14.33462217,,16700619999.999998,39272740000,6.02493494,42.03421437,,45.70819607,17950861000,3822638000,3.71499615,33707264000.000004,8591100000,131969000
IPCALAB,273565,228584000000,37.84236032,47.7494,Health Technology,1789.7,0.30248705,47.77,9067000000,624400000,Pharmaceuticals: Major,46487100000,136400000.000001,6063200000,13.0427581,1.15543342,12.36063401,17.96538304,17.30683873,,4328100000,46487100000,57.50935094,88.09248555,,40.28752062,18728500000,4030500000,10.77618222,52598300000,28557100000,126328000
BANKBARODA,33227141,228256000000,16.04104494,3.0796,Finance,48.650002,0.9522203,2.3152,,2239076000,Major Banks,910824631000,854716773000,9277510000,1.01854258,,0.09187399,1.4153273,0.45934768,10806741.94084216,1488028713000,910824631000,-52.25711286,-60.84506881,84283,,,,3.40064407,11999421360000,1464372293000,4620570000
COROMANDEL,596238,227069000000,21.37866263,36.392,Process Industries,796.15002,0.3651795,36.396,17309800000,3200000,Chemicals: Specialty,98622000000,19407900000,10650400000,8.10736951,0.94971592,10.19579499,27.7503397,26.45638152,,20190900000,98622000000,49.62414019,102.8149383,,26.3535944,-2284100000,8415799999.999999,10.57639167,102336300000,77937900000,293143000
GODREJPROP,197359,222537000000,80.573549,10.9459,Finance,877.84998,1.1749153,10.8399,8186000000,400000,Real Estate Development,24463800000,11462100000,2672100000,9.16801334,,2.93658016,7.34750443,6.87388741,12430792.68292683,37147600000,24463800000,-11.17575747,-3.3949631,1968,45.65890914,8625600000,5019900000,-1.78451669,101059800000,,252081000
TRENT,264071,221237000000,175.62496755,3.5442,Retail Trade,613.70001,1.072815,3.5338,5439506000,492100000,Apparel/Footwear Retail,34802100000,17782700000,1227800000,3.52201598,2.21263365,2.86068101,6.08642847,3.58001455,2914016.57874906,26185500000,34802100000,16.41847419,41.08046207,11943,28.64227286,8292299999.999999,1884826000,7.68555685,59989400000,17034599999.999998,355487000
IRCTC,505497,219280000000,,,Consumer Services,1376.45,0.7793504,17.0372,,0,Other Consumer Services,18678830000,-11594407000,2725950000,,,11.0406086,27.29542077,27.29542077,11688879.84981227,0,18678830000,47.45835184,,1598,,4982690000,,-3.33579128,28235959000,24758372000,160000000
SRF,199323,219124000000,21.50786896,177.2979,Process Industries,3849.3,0.9417817,177.29,14639400000,6200000,Industrial Specialties,72094100000,30307900000,8437600000,12.72503079,0.51183973,8.7555858,20.42881781,13.60354575,,33547600000,72094100000,12.02525794,39.36892413,,26.51583051,19193600000,5203900000,6.50637374,108767600000,28943600000,57480500
PFC,4086188,216619000000,3.03931089,26.9798,Finance,82.75,0.8990651,26.98,163629400000,,Finance/Rental/Leasing,579572400000,5923750500000,71221300000,12.32992395,,1.07536501,14.75767203,1.15565357,,5965632200000,579572400000,-29.81340119,-33.7735094,,29.04004683,169667800000,29442100000,-2.87558343,6945206500000,,2640080000
PAGEIND,21680,216342000000,62.97543098,307.7208,Consumer Non-Durables,19132.551,0.6917057,307.72,5325773000,,Apparel/Footwear,29454217000,482563000,3432227000,11.65275247,0.53175038,23.97198704,43.04078591,39.41073141,,1651716000,29454217000,-18.21284481,-5.1409337,,35.36151716,10415458000,1678064000,5.62767516,15129415000,10145447000,11153900
APOLLOHOSP,1032827,208576000000,45.84288903,32.703,Health Services,1485.1,0.5914435,32.7,15872900000,3462100000,Hospital/Nursing Management,112468000000,27378500000,4549400000,4.04506171,0.93539283,4.43377361,13.63548968,7.19477992,,32794699999.999996,112468000000,2.9889043,12.66547813,,29.12232813,32753200000,8119900000,8.34610053,113385000000,26469200000,139125000
