Ticker,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Last,1-Year Beta,Basic EPS (FY),EBITDA (TTM),Goodwill,Industry,Last Year Revenue (FY),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Total Debt (MRQ),Total Revenue (FY),YTD Performance,Yearly Performance,Number of Employees,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Monthly Performance,Total Assets (MRQ),Total Current Assets (MRQ),Total Shares Outstanding (MRQ)
IOB,2836490,175383000000,,-8.6094,Finance,10.5,0.8374728,-8.04,,,Regional Banks,207124800000,-186409200000,-85807100000,-41.42782516,,-3.36014835,-52.78036259,-40.41277145,,54197300000,207124800000,-7.07964602,-13.2231405,,,,,5.52763819,2607268300000,240606500000,16437000000
ISEC,340881,169867000000,31.34812203,16.826,Finance,530.20001,1.4268062,16.83,8251799999.999999,0,Investment Banks/Brokers,17213300000,-7564300000,5420000000,31.48398789,,11.90239596,48.03239971,27.71116985,,16549700000,17213300000,30.33432228,142.15574789,,85.46799031,14711600000,4053200000,18.79901902,44428200000,,322145000
CHOLAFIN,14158051,169739000000,15.40360111,13.4646,Finance,215.2,2.1616175,13.386,25968200000,0,Finance/Rental/Leasing,87126300000,481373100000,10537200000,12.10403043,,1.73368378,14.62629532,2.4845441,11066467.67432999,551296800000,87126300000,-29.55810147,-23.10166435,7873,45.97744192,83596000000,10023200000,9.3495935,640532700000,,819601000
SYNGENE,428079,169420000000,40.91040741,10.3656,Health Technology,422.39999,0.5154502,10.3774,6035000000,0,Biotechnology,19465000000,-2470000000,4121000000,20.4831254,1.03131497,10.32172421,19.88803629,17.96777921,,7729000000,19465000000,31.93815499,34.30842289,,34.43511109,4819000000,2367000000,11.7460291,42485000000,16126000000,400000000
MINDTREE,776955,168269000000,22.40417393,45.6464,Technology Services,1026.8,0.765369,38.3555,12277000000,4732000000,Information Technology Services,77643000000,-12458000000,6309000000,9.5829772,2.65801214,14.69368594,22.04354716,19.16375418,3280643.93459247,6010000000,77643000000,28.32593568,35.37244562,23667,24.95758333,21287000000,2623000000,12.2063187,54355000000,36343000000,164574000
BATAINDIA,1055644,167337000000,50.91427678,25.594,Consumer Non-Durables,1316.6,0.80958027,25.594,8320959999.999999,0,Apparel/Footwear,30561140000,2851900000,3289530000,10.76377084,1.40419994,10.60020047,18.09535911,14.08455106,3130622.82319197,12491140000,30561140000,-24.8322914,-3.72564074,9762,35.57829832,10054810000,2016020000,-2.00587994,37324590000,20032270000,128527999.99999999
ADANIENT,6330153,166731000000,14.6490424,10.3488,Distribution Services,160.7,1.2228662,10.3488,26613600000,1391300000,Wholesale Distributors,433473000000,91744100000,11381700000,2.62235684,0.92836367,2.54892425,7.18031474,5.83208711,212278648.38393733,128702500000,433473000000,-22.87017409,15.32112556,2042,17.48212548,42356800000,24325800000,5.23903078,468983600000,241829200000,1099810083
GILLETTE,5861,165684000000,71.57878539,70.9002,Consumer Non-Durables,5043.2002,0.5303898,77.618,3082900000,0,Household/Personal Care,18616500000,-1719400000,2529200000,12.8919394,,19.89062063,34.66375211,34.66375211,32489528.79581152,0,18616500000,-23.31541076,-27.82849617,573,45.58522363,7823300000,1838500000,4.53419542,13169300000,7103400000,32585217
ADANIGAS,1446579,163212000000,37.41933858,3.9672,Utilities,153.8,0.94719416,3.9672,5947600000,254900000,Gas Distributors,18745500000,3388000000,4363200000,23.27598624,0.87022281,19.19379211,33.91751495,26.95546344,,4282700000,18745500000,-5.47019053,-5.78866769,,38.21823904,6348500000,2115400000,8.04354703,24874300000,5580700000,1099810000
SRTRANSFIN,3060801,160316000000,6.37928893,107.8882,Finance,690.79999,2.194386,107.8867,63746000000,,Finance/Rental/Leasing,165758800000,754595200000,25122700000,15.01103898,,2.28674304,14.7325314,3.08410746,,827744400000,165758800000,-39.45558204,-31.44114497,,48.41937961,81076900000,19655200000,7.61716636,1142657900000,,232881918.25626
AIAENG,27186,158425000000,26.83184387,62.5954,Producer Manufacturing,1701.6,0.5471884,62.59,6803104000,199657000,Industrial Machinery,29808775000,-14607458000,5903580000,19.80464402,6.52438319,14.38309755,16.3647526,16.30695497,,1117114000,29808775000,3.15853289,-3.31268822,,52.84201932,15751420000,4201758000,5.38506797,41621878000,31441728000,94320400
AARTIIND,199843,157804000000,23.07670762,39.2646,Process Industries,905.15002,0.81879133,30.77,9773300000,4200000,Chemicals: Major Diversified,41863100000,15632200000,5360800000,11.89010726,0.61010661,8.79350165,19.11315366,15.30524555,,18105100000,41863100000,8.95576527,11.15341172,,36.37856284,16395599999.999998,3922300000,-5.8312515,63325000000,20048700000,174234000
RAMCOCEM,662781,155964000000,25.22457553,26.2383,Non-Energy Minerals,674.5,0.7647965,26,11664200000,,Construction Materials,53893000000,29299400000,6041400000,11.20999017,0.39756112,6.58946203,12.66759974,10.00905411,,30240900000,53893000000,-10.62081997,-14.3056769,,51.35230921,27675300000,7324500000,4.61419155,101327600000,15757100000,235577000
RELAXO,261696,155551000000,68.85852783,9.1201,Consumer Non-Durables,622.29999,0.64949906,9.12,4089500000,,Apparel/Footwear,24104800000,1624600000,2262500000,9.38609737,0.83101863,13.04542113,19.03283743,18.11993193,,1665500000,24104800000,1.06374178,45.68652805,,40.14760546,9677500000,2217800000,-2.00000157,18410800000,7912000000,248246000
MFSL,713226,154992000000,106.93023256,4.4868,Finance,569.15002,0.89719164,5.38,6751600000,5252500000,Life/Health Insurance,182417600000,-4494400000,1449900000,0.79642212,,0.2045871,6.89516702,6.40871731,,3192200000,182417600000,6.49265775,38.64799513,,84.75301247,146911800000,31613400000,12.97142344,745262300000,,269574000
LALPATHLAB,130546,154438000000,67.73391813,27.4367,Health Services,1921.75,0.67836237,27.4213,3436000000,772260000,Medical/Nursing Services,13303570000,-6040200000,2259410000,16.97985568,3.65288794,18.27529437,22.83774385,21.8126411,,1293710000,13303570000,28.6354965,75.22224755,,40.83734215,5072780000,1079000000,25.77309467,13782990000,8926460000,83344900
TORNTPOWER,384455,153077000000,13.05356875,24.4301,Utilities,322.85001,0.53695804,24.4301,34420300000,0,Electric Utilities,136006799999.99998,80205700000,11741500000,8.71318149,0.89781062,4.87431054,12.95701722,6.80083766,8573298.0332829,89084200000,136006799999.99998,13.67958099,9.01570856,15864,25.03465533,29114400000,8862900000,0.5919925,236230400000,48236600000,480617000
BANKINDIA,2126017,152541000000,,-9.2933,Finance,47.099998,1.189027,-9.39,,0,Major Banks,493996600000,-468566000000,-30514400000,-6.17890892,,-0.47109623,-6.93032256,-2.72270499,,397524600000,493996600000,-33.09659565,-44.78312269,,,,,-8.45481616,6630188400000,866090600000,3276920000
CROMPTON,726606,152493000000,30.8703939,7.915,Consumer Durables,250.45,0.6312366,7.9157,5991000000,7794100000,Electronics/Appliances,45135800000,-2392200000,4963900000,10.98144797,1.15036187,18.31200763,38.69461507,32.08042241,25486053.07735743,3497200000,45135800000,4.41942446,10.89218017,1771,24.60455814,10324300000,2461400000,9.03352199,27518200000,17416700000,627284000
ASHOKLEY,31412016,151914000000,45.18466777,1.1453,Producer Manufacturing,51.549999,1.7868919,1.15,32333500000,11155600000,Trucks/Construction/Farm Machinery,219512700000,139123600000,3366700000,1.53301908,0.93095076,0.86227265,4.07236316,1.5660716,,163309000000,219512700000,-36.74846748,-39.20990899,,25.84125487,56650900000,12469800000,-5.15179228,381268600000,153094900000,2935530000
ZEEL.P2,312403,151183000000,0.21210579,16.5012,Consumer Services,3.45,0.2800066,16.3161,24867600000,5251600000,Movies/Entertainment,79339000000,-3429200000,15671000000,19.33276816,,14.28979059,20.3704585,18.35302933,,10894500000,79339000000,-37.27272727,-33.65384615,,45.3720092,38603000000,9279600000,-2.81690141,132631400000,110267100000,960504000
ZEEL,16710722,151183000000,9.53869961,16.5012,Consumer Services,154.75,1.4407948,16.3161,24867600000,5251600000,Movies/Entertainment,79339000000,-3429200000,15671000000,19.33276816,,14.28979059,20.3704585,18.35302933,,10894500000,79339000000,-47.03970065,-53.49361382,,45.3720092,38603000000,9279600000,-10.52327262,132631400000,110267100000,960504000
SUNTV,579053,150718000000,10.88444056,35.1465,Consumer Services,382.70001,1.18774,35.16,22751900000,48000000,Broadcasting,35198500000,,13851600000,38.88252632,,21.80447814,24.6237534,,,,35198500000,-13.37708948,-16.59583706,,53.9837193,19234100000,3416400000,-3.90458004,65075600000,42743700000,394085000
IDFCFIRSTB,47570072,150601000000,,-5.9446,Finance,27.299999,1.5693278,-5.9406,,1396700000,Regional Banks,179627116000,559661380000,-28433904000,-15.82939043,,-1.79772243,-16.9234883,-5.2856425,8882757.19513401,595175944000,179627116000,-39.53488861,-35.99062668,20222,,,,5.60928046,1492335818000,58222094000,5672340000
SUPREMEIND,21617,149282000000,31.97379687,36.7895,Producer Manufacturing,1155.45,0.99887335,36.8,8345299999.999999,,Miscellaneous Manufacturing,55115400000,2090300000.0000005,4674000000,8.47966267,0.61211356,13.64991143,21.18263999,21.03259341,,4404200000,55115400000,0.18642157,5.61217495,,22.40517169,12317300000,4002000000,0.73670445,36185400000,16077100000,127027000
CANBK,5179617,148620000000,,-15.1054,Finance,103,1.3517456,-23.55,,0,Regional Banks,615581500000,-258280500000,-19864300000,-3.22691634,,-0.27338267,-5.03561758,-2.05235238,,427617700000,615581500000,-53.46736149,-62.58626817,,,,,-4.05216581,7414402700000,685898200000,1453500000
TATAMTRDVR,3271908,148176000000,,-34.18,Consumer Durables,40.25,1.8428915,-34.88,186515400000,7770600000,Motor Vehicles,2610679700000,610667600000,-120708500000,-4.62364265,0.58474903,-3.83618215,-19.58630058,-8.53937698,,1056552700000,2610679700000,-47.72727273,-44.93843899,,22.7063703,592790600000,129925100000,-5.73770713,3221212600000,1195872500000,3622897100
ASTRAL,89168,146225000000,58.84906588,16.4701,Producer Manufacturing,968.09998,0.37247086,16.45,4429000000,2553000000,Building Products,25779000000,23000000,2479000000,9.6163544,0.68737801,11.24341386,17.83341618,16.24372002,,1324000000,25779000000,-17.74152604,-8.29955102,,27.11897281,6991000000,1681000000,6.87199883,22892000000,9630000000,150662000
SAIL,27638688,146205000000,,,Non-Energy Minerals,35.549999,1.5090334,5.6862,,0,Steel,668711600000,476584900000,23487100000,,,,,,4727213.34652905,481813500000,668711600000,-17.13287333,-22.37991315,141460,,137072500000,45834100000,17.91044444,1217402600000,358178100000,4130090000
LTTS,158841,144152000000,19.91345738,70.1659,Industrial Services,1410.35,0.94197583,78.5619,10437000000,0,Engineering & Construction,56191000000,-4234000000,8186000000,13.14877028,2.03822113,17.49659344,26.11410426,26.11410426,3187237.66307431,755000000,56191000000,-3.95655283,-15.23829557,17630,15.34951404,14766000000,1567000000,5.01098247,44090000000,19891000000,104534000
ABCAPITAL,4803228,143383000000,14.54193468,4.0871,Finance,61.799999,1.5415187,4.07,20278000000,5700400000,Life/Health Insurance,168104100000,527929699999.9999,9197800000,5.51488025,,0.82317148,8.32827028,1.63591449,,559202400000,168104100000,-39.8247332,-30.94972179,,34.27868199,58460400000,20861000000,11.9565179,1137690000000,,2413860000
SUNDARMFIN,9225,139358000000,17.56933727,71.8553,Finance,1261.2,0.5642312,71.8526,14192167000,4740239000,Finance/Rental/Leasing,47000619000,298220640000,7915439000,16.47460883,,1.97805527,11.9868406,3.06691001,7058209.79125995,306074290000,47000619000,-22.66372333,-20.83111013,6659,43.77146152,41409077000,5770490000,-5.36859876,447209103000,,111104000
RAJESHEXPO,42144,137709000000,,40.8342,Consumer Durables,466.14999,0.2799278,40.84,13268570000,,Other Consumer Specialties,1956001700000,-115088320000,12058910000,0.61640438,1.15642231,4.04800521,12.44629231,,,12787980000,1956001700000,-30.35780923,-32.7926754,,0.82739857,16183950000,3637269999.9999895,-0.37401155,307280300000,280034800000,295260000
ATUL,27738,137661000000,20.6104671,224.6868,Process Industries,4721.3999,0.57884,224.6868,9020100000,291400000,Chemicals: Major Diversified,40277700000,-5718800000,6664600000,16.28268337,2.13904642,17.32313551,22.74370757,22.22629831,7500502.79329609,1151800000,40277700000,16.55475215,24.71340007,5370,32.22454594,9778800000,2996400000,5.65607075,41504800000,20818100000,29661700
ADANIPOWER,1882940,136921000000,,-5.8979,Utilities,35.349998,1.2153034,-8.1905,60298000000,1906100000,Electric Utilities,264677200000,619387100000,-31590200000,-8.48407927,0.66360495,-2.91235219,,-4.77581025,2876926086.9565215,639208100000,264677200000,-42.79935506,-43.84432496,92,17.93588893,35744900000,7752600000,-6.97368947,816767500000,145931800000,3856940000
DALBHARAT,394197,136509000000,61.36414834,11.5315,Producer Manufacturing,716.59998,1.2455734,11.61,21060000000,12180000000,Miscellaneous Manufacturing,96740000000,17490000000,2240000000,2.3154848,0.97366238,1.08872634,2.11320755,1.55669064,,48500000000,96740000000,-10.45857941,-27.55396396,,35.51788299,23060000000,5940000000,19.50303612,206110000000,56690000000,192959000
MANAPPURAM,7566836,135651000000,9.2324236,17.4321,Finance,165.3,1.7900527,17.54,24090890000,355600000,Finance/Rental/Leasing,55511900000,186107200000,14677500000,26.44018378,,5.94124804,28.58099302,8.26746175,,222566600000,55511900000,-6.82073883,30.2087436,,63.61006509,35311200000,9873300000,9.03693212,289510200000,,845176000
EXIDEIND,4228804,135575000000,17.45465293,9.1351,Producer Manufacturing,158.45,0.7500619,9.14,18309200000,5819000000,Auto Parts: OEM,144710100000,-11433700000,7767500000,5.36762811,0.92121911,3.31883883,12.35468237,12.23773745,,1932300000,144710100000,-15.04021448,-20.47678795,,36.58348657,49091400000,15658900000,4.24342105,243675900000,54099500000,850000000
ESCORTS,1087701,135386000000,20.06794688,55.043,Producer Manufacturing,1119.6,0.85282,55.04,6624000000,,Trucks/Construction/Farm Machinery,58100900000,-9288700000,4722500000,8.12810129,1.13415678,9.71349059,16.31010087,16.23164595,,469200000,58100900000,77.82719752,108.23955331,,23.08501245,13412600000,3637500000,13.73425206,50154000000,28970100000,122577000
LICHSGFIN,2948224,134190000000,5.58392388,47.6278,Finance,267.89999,1.3072176,47.63,42853500000,2100000,Finance/Rental/Leasing,196593900000,1768189200000,24032600000,12.22543473,,1.14671231,13.89340695,1.46387809,,1788558400000,196593900000,-38.29321751,-50.52174992,,24.23173609,47747800000,10574800000,-5.91747498,2169197400000,,504663000
BHEL,27202537,133537000000,,-4.2086,Producer Manufacturing,38,0.9781316,-4.22,-2373600000,,Electrical Products,214900100000,-13953000000,-14660100000,-6.82186746,1.04965904,-2.35120737,-4.9250585,-4.91096732,,50232900000,214900100000,-12.54315506,-43.07116105,,8.67742733,18647800000,1909300000,17.10323214,607843200000,327111800000,3482060000
TATAPOWER,16779115,133345000000,16.11111078,3.06,Utilities,49.049999,1.2503105,3.1259,79428200000,16415700000,Electric Utilities,291179700000,491424600000,10173800000,4.85002078,0.37122847,1.5218374,7.47935413,2.69674063,9864813.49730664,519361500000,291179700000,-13.18584248,-26.07385007,29517,26.26284606,59457000000,15551000000,13.54166172,959450600000,120203700000,2704770000
OBEROIRLTY,139724,132497000000,23.46538984,15.5463,Finance,367.45001,0.84596306,18.96,9130500000,,Real Estate Development,22859800000,8914900000,6893300000,31.50913215,,6.16787739,8.27606054,7.99366157,,11439300000,22859800000,-30.75473548,-35.68740302,,55.44055601,12054300000,760300000,-1.96104061,112213900000,,363602000
SUMICHEM,239962,131924000000,,,Process Industries,268.85001,0.792894,4.1,,,Chemicals: Agricultural,24247490000,-1439170000,2046950000,,1.37830691,10.32215803,18.03361806,17.88081408,,355810000,24247490000,,,,,5969460000,965380000,-9.20297166,21061610000,17456040000,499146000
WABCOINDIA,3718,131219000000,82.66554127,83.7338,Producer Manufacturing,6928.0498,0.21967551,83.73,2514868000,,Auto Parts: OEM,19295615000,,1588137000,8.23055912,5.50724633,6.99603428,8.64404159,,,,19295615000,6.89537978,12.55879359,,22.02995344,4250814999.999999,849022000,0.90078352,21807026000,15625506000,18967600
UCOBANK,1987075,130426000000,,,Finance,13.6,0.7948369,-3.0981,,0,Regional Banks,180054400000,106118512000,-24368289000,,,-1.04496976,-13.31575872,-9.05109403,8025245.1417365,176864126000,180054400000,-18.56287913,-28.23219376,22436,,,,4.21455939,2359081513000,217687596000,9918340000
M_MFIN,126950536,128433000000,11.9113774,17.4862,Finance,229.60001,1.6763803,17.48,40219845000,,Finance/Rental/Leasing,119964561000,553212537000,10751453000,8.96219093,,1.37411686,9.25332848,1.89675615,,568528504000,119964561000,-28.79516115,-40.80948288,,52.79992647,63341200000,16624413000,31.65138943,817925781000,,617765000
AJANTPHARM,90696,127489000000,27.25771542,53.5986,Health Technology,1452,0.4685114,53.5992,6833300000,0,Pharmaceuticals: Other,25618000000,-1974300000,4677000000,18.072778,1.89060825,15.44558379,19.31016829,19.25701757,3574438.39821404,749600000,25618000000,48.99184392,59.47281713,7167,52.19929904,11995500000,3488400000,0.03444712,33288500000,16417099999.999998,87261300
CRISIL,10258,125607000000,35.35241393,49.1454,Commercial Services,1730.65,0.8867757,47.6097,4459600000,2886100000,Financial Publishing/Services,17317200000,-5951600000,3439500000,20.38366692,,20.50403136,29.80283081,29.80128147,4798337.48960931,26700000,17317200000,-9.27605368,19.78060006,3609,35.85593852,6299600000,1333900000,15.88268774,17047500000,9617800000,72498300
ENDURANCE,191922,125401000000,22.11556137,40.2002,Producer Manufacturing,883.40002,1.0612582,40.2,10994140000,1624390000,Metal Fabrication,69177070000,-2375870000,5655340000,8.21239118,1.02111713,11.47599166,20.30379181,17.89888293,,5481860000,69177070000,-18.30204199,-11.68207748,,29.90748365,20908910000,4375700000,3.16478224,50699070000,21475550000,140663000
NATCOPHARM,258640,124926000000,27.11317847,25.3184,Health Technology,677.65002,0.53263485,25.33,5826000000,,Pharmaceuticals: Major,19150000000,2212000000,4608000000,24.06266319,2.57930833,10.36565477,12.68984509,12.68827271,,3159000000,19150000000,14.18822286,27.37782331,,55.27937337,10586000000,2478000000,7.79447999,45878000000,23256000000,182068000
L_TFH,13136841,123599000000,9.50670049,6.4949,Miscellaneous,62.5,1.9222529,8.4964,43027000000,6367100000,Investment Trusts/Mutual Funds,147134600000,861296700000,17001700000,9.5084565,,1.57726831,12.08321518,2.39034795,6397156.52173913,939340700000,147134600000,-47.27962885,-47.61106454,23000,43.90457671,145495400000,12160600000,-7.40740741,1095290200000,,2004850000
POLYCAB,379313,122472000000,16.13596253,51.0949,Producer Manufacturing,842.59998,0.9687759,51.1559,11166850000,0,Electrical Products,87298410000,-1310940000,7590570000,8.62291517,1.02681861,13.11173903,22.73757102,22.30450773,,1902130000,87298410000,-15.08188662,37.24244096,,21.74817236,14475050000,5204120000,5.16724532,59615940000,40499180000,148956000
GLENMARK,4749123,121318000000,15.62920507,27.4966,Health Technology,418.64999,0.8262812,27.5,16980820000,528990000,Pharmaceuticals: Other,106409690000,33743489999.999996,7759700000,7.29068941,1.13136482,5.38841397,12.85955536,7.88315133,,44855910000,106409690000,20.4921508,-6.11123584,,40.13157072,42703880000,11409240000,2.27188953,146848070000,68036160000,282168000
GMRINFRA,10990883,120719000000,,-5.6774,Transportation,19.950001,0.6148667,-5.9498,22865300000,4585600000,Other Transportation,73922800000,235500200000,-35805800000,-41.80989165,,-8.54129201,-543.71234523,-14.52969523,,313722300000,73922800000,-4.99999524,32.55814618,,37.42381855,15851500000,8498700000.000001,-7.63888426,469246300000,157520700000,6035950000
AMARAJABAT,855163,119134000000,18.03121024,38.6857,Producer Manufacturing,703.75,1.1681535,38.6857,10985400000,0,Electrical Products,68139100000.00001,-1428800000,6608000000,9.66199115,0.98021868,13.86924126,18.90606336,18.63203424,6374097.28718429,839000000,68139100000.00001,-2.84392636,8.67886818,10690,24.94118438,13276100000,4046400000,4.49146251,50193500000,22232500000,170813000
GODREJIND,106709,118304000000,33.76062317,10.4198,Process Industries,350.64999,0.875757,16.41,8102600000,6833400000,Chemicals: Specialty,112907500000,36384400000,3512400000,3.35248177,0.72015314,1.94082464,7.47093201,6.29044012,,66784700000,112907500000,-17.40666629,-27.76805381,,17.90378664,20224200000,5949100000,-8.21881974,204651200000,105732900000,336520000
GSPL,1015832,117173000000,6.77791405,30.6584,Energy Minerals,210.85001,0.66363853,30.66,32230466000,,Integrated Oil,122436142000,15887229000,17291736000,14.12306507,0.5415344,13.36010262,42.28063186,24.82177772,,23784939000,122436142000,-3.94076993,12.39338953,,28.70739263,35148224000,8881395000,-6.86836603,133501678000.00002,18533622000,564144000
CASTROLIND,832777,116493000000,15.19251585,7.7604,Energy Minerals,117.3,0.75192857,8.3647,10430000000,0,Oil Refining/Marketing,38768200000,-9460000000,8273700000.000001,21.38995709,,38.16816782,65.33970884,65.33970884,53844722.22222222,0,38768200000,-9.28074246,-6.64544369,720,47.64253469,17401700000,3166000000,-1.34566863,22287800000,18354600000,988069000
ITI,996373,116426000000,92.76451518,1.4725,Electronic Technology,124.3,1.1973058,1.568,1497000000,,Telecommunications Equipment,20588700000,9705100000,1508600000,7.32728474,0.88085229,2.04958202,7.17982421,6.44379863,,12155800000,20588700000,34.37837838,40.05633803,,9.96804088,2052199999.9999995,1046800000,16.38576779,77227200000,44438000000,925119000
SCHAEFFLER,44130,113745000000,33.53878706,108.7025,Producer Manufacturing,3674.3999,0.52554864,117.6044,5864200000,0,Metal Fabrication,43394000000,-8353600000,3676400000,8.25406619,,9.91916597,12.97181337,12.960678,15247364.72241743,0,43394000000,-21.85037699,-19.69665555,2846,25.12752376,6477200000,2320800000,2.18019744,36453500000,22646900000,31260700
JKCEMENT,105277,109029000000,21.88570513,64.3091,Non-Energy Minerals,1431.6,0.85227555,62.56,12057099000,,Construction Materials,58016378000,24677375000,4964211000,8.73174321,0.84626426,6.10093565,17.3493243,8.98248414,,31032495000,58016378000,22.47936005,46.02948225,,53.52165491,30929006000,8678615000,3.85578004,85420337000,22345708000,77251300
JUBILANT,1296070,108128000000,12.03279898,56.3917,Health Technology,721.65002,1.4469391,56.39,19470800000,20894600000,Pharmaceuticals: Other,91544100000,31698800000,8982400000,9.81210149,1.21915151,7.48840514,17.25261714,9.69419794,,45697500000,91544100000,34.38547858,50.8150512,,32.229603,29504300000,7473000000,11.60687323,125216500000,50383500000,159281000
EMAMILTD,735753,108061000000,36.51243461,6.6717,Consumer Non-Durables,243.64999,0.8538898,6.67,6896700000,0,Household/Personal Care,26548800000,228400000,3029100000,11.41894718,0.99574516,10.97621789,15.54228449,,,2102300000.0000005,26548800000,-21.37786452,-17.88001962,,43.03186499,11429400000,1897800000,20.79821021,26784800000,10333200000,444514000
CUMMINSIND,1077251,106625000000,15.1157994,25.4535,Producer Manufacturing,393.04999,1.0240215,25.45,5891800000,,Trucks/Construction/Farm Machinery,51914500000,-7235700000,7056100000,13.59177109,1.78954688,11.4809593,16.24889753,16.21374449,,5117700000,51914500000,-28.64663624,-47.02116466,,21.59955311,11213300000,1994200000,4.46511362,61960700000,33824699999.999996,277200000
HEXAWARE,626965,106252000000,15.86685882,22.7281,Technology Services,354.54999,1.2093756,21.5188,9251520000,12465960000,Packaged Software,55825180000,3870230000,6413430000,11.5665123,1.42015226,16.5168843,25.23241712,23.03933407,,8212370000.000001,55825180000,5.93067804,-1.29454896,,20.74420324,11824050000,2643150000,12.27042471,49819230000,19798300000,298880000
NIITTECH,285365,104678000000,23.63700366,71.3523,Technology Services,1692.3,0.92103153,71.3916,7145000000,4091000000,Information Technology Services,41839000000,-7846000000,4440000000,10.61210832,2.70410476,13.97522859,19.87110634,19.51905746,3750358.55145213,1325000000,41839000000,6.44400415,29.30659026,11156,33.38272903,9474000000,3963000000,27.16888972,34533000000,21476000000,62494600
FEDERALBNK,42463725,103821000000,6.43872376,8.1152,Finance,53.700001,1.372161,7.9445,,0,Regional Banks,154147875000,83029671000,15801960000,10.18507777,,0.91897027,11.15933508,5.71379706,12335777.44878361,158986136000,154147875000,-38.94257779,-49.00284805,12496,,,,5.39744837,1833533258000,149150920000,1992730000
HATSUN,22744,103085000000,91.39144881,6.9888,Consumer Non-Durables,625.75,0.4560001,6.99,5500747000,77412000,Food: Meat/Fish/Dairy,53083344000,11026690000,1122717000,2.11500805,0.12987375,4.48650218,13.13768115,7.48746875,,11473678000,53083344000,6.73773987,-10.86817051,,20.40474127,10831519000,2363915000,2.69139584,27142629000,4982848000,161702000
OIL,972916,102965000000,2.6985854,35.1851,Energy Minerals,95.849998,0.9735801,35.19,32138000000,,Oil & Gas Production,121666400000,82058900000,38155600000,31.36083586,1.53910051,7.31023294,13.19734169,9.39238583,,126695000000,121666400000,-37.37340869,-45.21291912,,33.40700473,40645100000,8346400000,-8.93111829,514434300000,100038900000,1084410000
AAVAS,20843,101931000000,,,Finance,1301.6,0.81230766,31.8508,,0,Financial Conglomerates,9298197000,41854394000,2490416000,,,3.74192563,12.65797687,4.04547803,,53821646000,9298197000,-34.29912675,-13.20641483,,,8789938000,1320253000,-4.75632958,76732293000,,78324400
VINATIORGA,31451,100793000000,30.22969364,32.478,Process Industries,982.15002,0.915594,32.48,4002765000,,Chemicals: Specialty,10288739000,-2805017000,3338248000,32.88220034,6.17221169,24.98269003,28.64607372,28.64303574,,5937000,10288739000,-0.98295998,-5.65321614,,48.17446917,5027337000,1207843000,-2.18116428,14429734000,6425642000,102782000
MOTILALOFS,126226,99212300000,55.10270994,12.67,Finance,663.79999,1.0548908,12.4722,4039400000,0,Investment Banks/Brokers,21449300000,32804000000,1833700000,9.14096093,,1.78182675,5.97614883,3.21803475,,46582300000,21449300000,-12.59464333,-0.38268028,,50.13029332,16366400000,-77100000,21.63078149,101106000000,,148067000
ABFRL,1006547,98965500000,,-2.1188,Retail Trade,113.4,0.88325113,-2.11,12118300000,19830600000,Apparel/Footwear Retail,87878600000,50108500000,-1630100000,-1.85494535,0.31592901,-1.9895488,-13.05767051,-5.52734597,,52848300000,87878600000,-50.33880431,-42.2364506,,29.56203217,25978700000,4235399999.999999,-13.54997623,97655600000,41708800000,859448294
MGL,705363,98160400000,12.37168094,80.3367,Utilities,1006.65,0.8719375,80.33,10529300000,,Gas Distributors,29721300000,-12843400000,7935000000,26.69811448,1.57000633,20.93851435,29.65501464,29.38594975,,666100000,29721300000,-5.49662035,27.31124159,,45.42918859,13502300000,3261000000,-6.41472598,41285100000,15056800000,98777800
FORTIS,2497039,97125300000,167.60104302,0.767,Health Services,133.25,0.47039545,0.77,6327800000,37207600000,Hospital/Nursing Management,46323200000,12909400000,579400000,1.25077715,0.33436348,0.49735849,0.87378175,0.76726121,,15569000000,46323200000,1.02351031,3.53535354,,32.05348508,14848200000,3407400000,8.86437908,113478200000,9404800000,754958000
CENTRALBK,766636,95353000000,,-1.962,Finance,16.85,0.88387066,-2.0221,,88896000,Regional Banks,273204010000,-239956023000,-12557234000,-4.60000901,,-0.36438861,-6.16760077,-4.11889197,8159971.62569816,101098143000,273204010000,-5.86592179,-15.11335013,33481,,,,1.81269497,3573374467000,434355945000,5709760000
IBULHSGFIN,13203665,94921400000,4.3260713,51.5171,Finance,221.85001,2.1523042,51.7,37315200000,578300000,Finance/Rental/Leasing,131032700000,646358400000,21998000000,16.53585923,,1.88844385,13.74032356,2.02327463,,796744900000,131032700000,-29.16666574,-66.36597685,,33.70239046,44835100000,8005000000,9.07080674,1028720300000,,427574000
INDHOTEL,3295502,94605600000,26.64250789,2.9802,Consumer Services,81.699997,1.1157264,2.9802,9675300000,6145800000,Hotels/Resorts/Cruise lines,43848000000,37489600000,3544200000,7.94104599,0.69272735,3.31802982,8.14308411,4.93597109,4317447.81410004,45007800000,43848000000,-43.65517448,-44.90897033,10156,49.15239047,12314600000,5076800000,-1.97960533,116673700000,14373100000,1189260000
