Ticker,Company name,Security Code,Group,Face Value,ISIN No,Industry, BSE Market Cap ,Categorization
SWORDEDGE,SWORD-EDGE COMMERCIALS LIMITED,512359,X ,10,INE093G01014,Comm.Trading  & Distribution,9.19,Small Cap
DIVINUS,DIVINUS FABRICS LTD,538432,XT,10,INE478P01018,Comm.Trading  & Distribution,11.53,Small Cap
ENTRINT,ENTERPRISE INTERNATIONAL LTD.,526574,X ,10,INE439G01019,Comm.Trading  & Distribution,1.68,Small Cap
RAMGOPOLY,RAMGOPAL POLYTEX LTD.,514223,XT,10,INE410D01017,Comm.Trading  & Distribution,1.76,Small Cap
DRHABEEB,DR HABEEBULLAH LIFE SCIENCES L,539267,XT,10,INE579N01018,Comm.Trading  & Distribution,69.11,Small Cap
DUCON,DUCON INFRATECHNOLOGIES LTD,534674,B ,1,INE741L01018,Comm.Trading  & Distribution,60.1,Small Cap
JEL,JYOTIRGAMYA ENTERPRISES LIMITE,539246,XT,10,INE805R01018,Comm.Trading  & Distribution,7.13,Small Cap
SVPHOUSING,SVP HOUSING LIMITED,539041,M ,10,INE369Q01017,Comm.Trading  & Distribution,15.27,Small Cap
COMPEAU,COMPETENT AUTOMOBILES CO.LTD.,531041,X ,10,INE823B01015,Comm.Trading  & Distribution,96.65,Small Cap
SPSINT,SPS INTERNATIONAL LTD.,530177,X ,10,INE758B01013,Comm.Trading  & Distribution,3.81,Small Cap
EMMSONS,EMMSONS INTERNATIONAL LTD.,532038,X ,10,INE073C01015,Comm.Trading  & Distribution,5.44,Small Cap
SPACEAGE,SPACEAGE PRODUCTS LIMITED,538920,XT,10,INE498Q01014,Comm.Trading  & Distribution,2.38,Small Cap
RAMASIGNS,RAMASIGNS INDUSTRIES LIMITED,515127,X ,5,INE650D01026,Comm.Trading  & Distribution,17.83,Small Cap
EML,EJECTA MARKETING LIMITED,538653,X ,10,INE649L01013,Comm.Trading  & Distribution,0.83,Small Cap
ELEMARB,ELEGANT MARBLES & GRANI INDUST,526705,X ,10,INE095B01010,Comm.Trading  & Distribution,49.24,Small Cap
RAMAVISION,RAMA VISION LTD.,523289,X ,10,INE763B01013,Comm.Trading  & Distribution,3.72,Small Cap
LWSKNIT,LWS KNITWEAR LTD.,531402,XT,10,INE281M01013,Comm.Trading  & Distribution,3.27,Small Cap
HIRAUTO,HIRA AUTOMOBILES LTD.,531743,P ,10,INE258Z01013,Comm.Trading  & Distribution,3.3,Small Cap
TINNATFL,TINNA TRADE LIMITED,541741,X ,10,INE401Z01019,Comm.Trading  & Distribution,14.49,Small Cap
ARAVALIS,ARAVALI SECURITIES & FINANCE L,512344,XT,10,INE068C01015,Comm.Trading  & Distribution,5.79,Small Cap
APOLLOTRI,APOLLO TRICOAT TUBES LIMITED,538566,X ,2,INE919P01029,Comm.Trading  & Distribution,708.12,Small Cap
MITSHI,MITSHI INDIA LIMITED,523782,X ,10,INE844D01017,Comm.Trading  & Distribution,43.73,Small Cap
MAHANIN,MAHAN INDUSTRIES LTD.,531515,X ,10,INE735D01033,Comm.Trading  & Distribution,0.69,Small Cap
MMTC,MMTC LTD.,513377,A ,1,INE123F01029,Comm.Trading  & Distribution,"2,885.06",Small Cap
MODWOOL,MODELLA WOOLLENS LTD.,503772,X ,10,INE380D01012,Comm.Trading  & Distribution,1.42,Small Cap
VERITAS,VERITAS (INDIA) LTD.,512229,XT,1,INE379J01029,Comm.Trading  & Distribution,100.39,Small Cap
OPCHAINS,O. P. CHAINS LIMITED,539116,M ,10,INE118Q01018,Comm.Trading  & Distribution,7.54,Small Cap
MODERN,MODERN INDIA LTD.,503015,X ,2,INE251D01023,Comm.Trading  & Distribution,270.2,Small Cap
NYSSACORP,NYSSA CORPORATION LIMITED,504378,XT,1,INE812K01027,Comm.Trading  & Distribution,3.47,Small Cap
PARKERAC,PARKER AGROCHEM EXPORTS LTD.,524628,X ,10,INE750B01010,Comm.Trading  & Distribution,6.18,Small Cap
NUWAY,NUWAY ORGANIC NATURALS INDIA L,531819,XT,10,INE414L01012,Comm.Trading  & Distribution,6.72,Small Cap
VIJAYTX,VIJAY TEXTILES LTD.,530151,X ,10,INE256G01033,Comm.Trading  & Distribution,40.64,Small Cap
ARL,ANAND RAYONS LIMITED,542721,M ,10,INE02GA01012,Comm.Trading  & Distribution,51.48,Small Cap
PANACHE,PANACHE INNOVATIONS LIMITED,538742,X ,10,INE516E01019,Comm.Trading  & Distribution,13.74,Small Cap
VIKSHEN,VIKSIT ENGINEERING LTD.,506196,XT,10,INE965V01012,Comm.Trading  & Distribution,0.1,Small Cap
ZVINADTR,VINADITYA TRADING CO.LTD.,504380,XT,10,INE952M01019,Comm.Trading  & Distribution,0.26,Small Cap
AMRAPLIN,AMRAPALI INDUSTRIES LTD.,526241,X ,5,INE762C01021,Comm.Trading  & Distribution,19.78,Small Cap
NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,531465,X ,10,INE317B01034,Comm.Trading  & Distribution,25.63,Small Cap
TTFL,TRIDENT TEXOFAB LIMITED,540726,M ,10,INE071Y01013,Comm.Trading  & Distribution,36.12,Small Cap
VIPCLOTHNG,VIP CLOTHING LIMITED,532613,T ,2,INE450G01024,Comm.Trading  & Distribution,87.59,Small Cap
PARSHVA,PARSHVA ENTERPRISES LIMITED,542694,M ,10,INE05MV01019,Comm.Trading  & Distribution,22.08,Small Cap
NSL,NORTHERN SPIRITS LIMITED,542628,M ,10,INE01BL01012,Comm.Trading  & Distribution,44.91,Small Cap
NORRIS,NORRIS MEDICINES LTD.,524414,X ,10,INE744C01029,Comm.Trading  & Distribution,6.01,Small Cap
AMANITRA,AMANI TRADING & EXPORTS LTD.,512008,XT,10,INE886D01018,Comm.Trading  & Distribution,4.42,Small Cap
ALNATRD,ALNA TRADING & EXPORTS LTD.,506120,P ,10,INE07I701011,Comm.Trading  & Distribution,0.58,Small Cap
VARIMAN,VARIMAN GLOBAL ENTERPRISES LIM,540570,X ,10,INE717F01010,Comm.Trading  & Distribution,8.24,Small Cap
MIHIKA,MIHIKA INDUSTRIES LTD.,538895,XT,10,INE779Q01017,Comm.Trading  & Distribution,19.8,Small Cap
ARHNTTO,ARIHANT TOURNESOL LTD.,526125,XT,10,INE00HZ01011,Comm.Trading  & Distribution,20.15,Small Cap
BAJGLOB,BAJAJ GLOBAL LTD.,512261,XT,10,INE553H01015,Comm.Trading  & Distribution,0.22,Small Cap
TTLEL,TTL ENTERPRISES LIMITED,514236,XT,10,INE664X01025,Comm.Trading  & Distribution,0.03,Small Cap
AYOME,AYOKI MERCANTILE LTD.,512063,P ,10,INE048E01013,Comm.Trading  & Distribution,0.44,Small Cap
PAEL,PAE LTD.,517230,B ,10,INE766A01018,Comm.Trading  & Distribution,3.35,Small Cap
AVIVA,AVIVA INDUSTRIES LTD.,512109,X ,10,INE461H01011,Comm.Trading  & Distribution,1.82,Small Cap
APIL,AVI PRODUCTS INDIA LIMITED,523896,XT,10,INE316O01021,Comm.Trading  & Distribution,2.09,Small Cap
UNIPHOS,UNIPHOS ENTERPRISES LTD.,500429,B ,2,INE037A01022,Comm.Trading  & Distribution,487.19,Small Cap
AUSOMENT,AUSOM ENTERPRISE LIMITED,509009,B ,10,INE218C01016,Comm.Trading  & Distribution,45,Small Cap
OSWAYRN,OSWAL YARNS LTD.,514460,XT,10,INE670H01017,Comm.Trading  & Distribution,1.9,Small Cap
UNITINT,UNITECH INTERNATIONAL LTD.,531867,X ,10,INE929K01011,Comm.Trading  & Distribution,5.55,Small Cap
ASUTENT,ASUTOSH ENTERPRISES LTD.,512433,P ,10,INE508W01018,Comm.Trading  & Distribution,0.56,Small Cap
ASIANTNE,ASIAN TEA & EXPORTS LTD.,519532,X ,10,INE822B01017,Comm.Trading  & Distribution,9.14,Small Cap
UNIOFFICE,UNIVERSAL OFFICE AUTOMATION LT,523519,X ,10,INE951C01012,Comm.Trading  & Distribution,1.69,Small Cap
MAXIMUS,MAXIMUS INTERNATIONAL LIMITED,540401,B ,10,INE544W01013,Comm.Trading  & Distribution,55.11,Small Cap
BNL,BEEKAY NIRYAT LIMITED,539546,X ,10,INE679E01015,Comm.Trading  & Distribution,7.41,Small Cap
MAHSHRE,MAHASHREE TRADING LTD.,512337,P ,10,INE924T01013,Comm.Trading  & Distribution,0.58,Small Cap
BEEYU,BEEYU OVERSEAS LTD.,532645,X ,10,INE052B01011,Comm.Trading  & Distribution,0.5,Small Cap
TRIVIKRAMA,TRIVIKRAMA INDUSTRIES LTD.,538579,M ,10,INE641Q01019,Comm.Trading  & Distribution,3.56,Small Cap
URJAGLOBA,URJA GLOBAL LTD.,526987,T ,1,INE550C01020,Comm.Trading  & Distribution,101.68,Small Cap
ASHNI,ASHNISHA INDUSTRIES LIMITED,541702,X ,10,INE694W01016,Comm.Trading  & Distribution,0.68,Small Cap
USHDI,USHDEV INTERNATIONAL LTD.,511736,X ,1,INE981D01025,Comm.Trading  & Distribution,8.98,Small Cap
MEHAI,MEHAI TECHNOLOGY  LIMITED,540730,B ,10,INE062Y01012,Comm.Trading  & Distribution,100.3,Small Cap
VADILENT,VADILAL ENTERPRISES LTD.,519152,XT,10,INE693D01018,Comm.Trading  & Distribution,94.54,Small Cap
MERMETL,MERCURY METALS LTD.,531357,XT,1,INE763M01028,Comm.Trading  & Distribution,0.68,Small Cap
MAHACORP,MAHARASHTRA CORPORATION LTD.,505523,X ,1,INE272E01027,Comm.Trading  & Distribution,2.69,Small Cap
OMANSH,OMANSH ENTERPRISES LTD,538537,X ,2,INE378P01028,Comm.Trading  & Distribution,1.68,Small Cap
TRIVENIENT,TRIVENI ENTERPRISES LTD,538569,X ,1,INE916P01025,Comm.Trading  & Distribution,547.7,Small Cap
VIKASMCORP,VIKAS MULTICORP LIMITED,542655,T ,1,INE161L01027,Comm.Trading  & Distribution,221.78,Small Cap
MYSTICELE,MYSTIC ELECTRONICS LIMITED,535205,X ,10,INE159O01033,Comm.Trading  & Distribution,50.23,Small Cap
AGRIMONY,AGRIMONY COMMODITIES LTD,537492,M ,10,INE567P01018,Comm.Trading  & Distribution,3.42,Small Cap
NIRAVCOM,NIRAV COMMERCIALS LTD.,512425,X ,10,INE242B01018,Comm.Trading  & Distribution,7.59,Small Cap
MUKTA,MUKTA AGRICULTURE LIMITED,535204,X ,10,INE160O01031,Comm.Trading  & Distribution,20.88,Small Cap
NEWLIGHT,NEW LIGHT APPARELS LIMTED,540243,XT,10,INE835U01019,Comm.Trading  & Distribution,7.86,Small Cap
WEPSOLN,WEP SOLUTIONS LTD.,532373,X ,10,INE434B01029,Comm.Trading  & Distribution,52.29,Small Cap
MULLER,MULLER & PHIPPS (INDIA) LTD.,501477,XT,10,INE003F01015,Comm.Trading  & Distribution,1.6,Small Cap
MACINTR,MACRO (INTERNATIONAL) EXPORTS,512600,X ,10,INE307N01014,Comm.Trading  & Distribution,3.65,Small Cap
WESTLEIRES,WEST LEISURE RESORTS LTD,538382,XT,10,INE266P01017,Comm.Trading  & Distribution,20.09,Small Cap
NIKHILAD,NIKHIL ADHESIVES LTD.,526159,X ,10,INE926C01014,Comm.Trading  & Distribution,61.14,Small Cap
ADANIENT,ADANI ENTERPRISES LTD.,512599,A ,1,INE423A01024,Comm.Trading  & Distribution,"18,190.23",Mid Cap
ADARSH,ADARSH MERCANTILE LTD,538563,XT,10,INE673E01018,Comm.Trading  & Distribution,2.17,Small Cap
WWALUM,WORLDWIDE ALUMINIUM LIMITED,526525,XT,10,INE550D01010,Comm.Trading  & Distribution,5.68,Small Cap
WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD,519224,B ,10,INE210A01017,Comm.Trading  & Distribution,17.72,Small Cap
ADVITIYA,ADVITIYA TRADE INDIA LIMITED,541152,M ,10,INE705X01018,Comm.Trading  & Distribution,73.41,Small Cap
AVL,ADITYA VISION LIMITED,540205,M ,10,INE679V01019,Comm.Trading  & Distribution,34.86,Small Cap
YASHMGM,YASH MANAGEMENT & SATELLITE LT,511601,X ,10,INE216B01012,Comm.Trading  & Distribution,9.99,Small Cap
ABANSENT,ABANS ENTERPRISES LTD,512165,XT,10,INE365O01010,Comm.Trading  & Distribution,143.96,Small Cap
YARNSYN,YARN SYNDICATE LTD.,514378,X ,10,INE564C01013,Comm.Trading  & Distribution,1.4,Small Cap
MSTC,MSTC LIMITED,542597,B ,10,INE255X01014,Comm.Trading  & Distribution,767.49,Small Cap
NEERAJ,NEERAJ PAPER MARKETING LIMITED,539409,XT,10,INE894J01019,Comm.Trading  & Distribution,12.75,Small Cap
ALCHEM,ALCHEMIST LTD.,526707,B ,10,INE964B01033,Comm.Trading  & Distribution,1.21,Small Cap
BINNYMILLS,BINNY MILLS LTD.,535620,XT,10,INE160L01011,Comm.Trading  & Distribution,10.83,Small Cap
PDSMFL,PDS MULTINATIONAL FASHIONS LIM,538730,B ,10,INE111Q01013,Comm.Trading  & Distribution,854.11,Small Cap
WEIZMANIND,WEIZMANN LTD.,523011,B ,10,INE080A01014,Comm.Trading  & Distribution,44.32,Small Cap
AAL,A-1 ACID LIMITED,542012,M ,10,INE911Z01017,Comm.Trading  & Distribution,59.07,Small Cap
WHBRADY,W.H.BRADY & CO.LTD.,501391,X ,10,INE855A01019,Comm.Trading  & Distribution,25.55,Small Cap
NEPTEXP,NEPTUNE EXPORTS LTD.,512522,P ,10,INE066X01015,Comm.Trading  & Distribution,0.75,Small Cap
ADORFO,ADOR FONTECH LTD.,530431,X ,2,INE853A01022,Comm.Trading  & Distribution,164.34,Small Cap
PAZEL,PAZEL INTERNATIONAL LIMITED,504335,X ,1,INE040N01029,Comm.Trading  & Distribution,20.41,Small Cap
ASWTR,AASWA TRADING & EXPORTS LTD.,512038,P ,10,INE887D01016,Comm.Trading  & Distribution,1.11,Small Cap
MRCEXIM,MRC EXIM LIMITED,540809,M ,10,INE333Y01017,Comm.Trading  & Distribution,3.63,Small Cap
BIJHANS,BIJOY HANS LTD.,524723,XT,10,INE491D01017,Comm.Trading  & Distribution,6.02,Small Cap
BEML,BEML LTD.,500048,A ,10,INE258A01016,Commercial Vehicles,"3,784.86",Small Cap
HMT,HMT LTD.,500191,Z ,10,INE262A01018,Commercial Vehicles,"1,056.73",Small Cap
TWL,TITAGARH WAGONS LTD.,532966,B ,2,INE615H01020,Commercial Vehicles,507.83,Small Cap
ESCORTS,ESCORTS LTD.,500495,A ,10,INE042A01014,Commercial Vehicles,"7,006.44",Small Cap
GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,522217,B ,10,INE826C01016,Commercial Vehicles,217.02,Small Cap
BRADYM,BRADY & MORRIS ENGINEERING CO.,505690,X ,10,INE856A01017,Commercial Vehicles,7.75,Small Cap
CRANEX,CRANEX LTD.,522001,X ,10,INE608B01010,Commercial Vehicles,5.29,Small Cap
SMLISUZU,SML ISUZU LIMITED,505192,B ,10,INE294B01019,Commercial Vehicles,842.48,Small Cap
SKYLMILAR,SKYLINE MILLARS LTD.,505650,X ,1,INE178E01026,Commercial Vehicles,11.7,Small Cap
ASHOKLEY,ASHOK LEYLAND LTD.,500477,A ,1,INE208A01029,Commercial Vehicles,"21,693.07",Mid Cap
VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.,531266,B ,10,INE764D01017,Commercial Vehicles,979.43,Small Cap
CEBBCO,COMMERCIAL ENGINEERS & BODY BU,533272,B ,10,INE209L01016,Commercial Vehicles,133.25,Small Cap
GRSE,GARDEN REACH SHIPBUILDERS & EN,542011,B ,10,INE382Z01011,Commercial Vehicles,"1,927.64",Small Cap
LPNAVAL,L.P.NAVAL AND ENGINEERINGLIMIT,537669,M ,10,INE920P01019,Commercial Vehicles,32.45,Small Cap
TATAMOTORS,TATA MOTORS LTD.,500570,A ,2,INE155A01022,Commercial Vehicles,"45,547.99",Large Cap
IGPL,I G PETROCHEMICALS LTD.,500199,B ,10,INE204A01010,Commodity Chemicals,519.65,Small Cap
SHREYASI,SHREYAS INTERMEDIATES LTD.,526335,XT,10,INE115F01017,Commodity Chemicals,5.73,Small Cap
ORIENTCQ,ORIENTAL CARBON & CHEMICALS LT,506579,B ,10,INE321D01016,Commodity Chemicals,"1,058.82",Small Cap
UNIVSTAR,UNIVERSAL STARCH-CHEM ALLIED L,524408,XT,10,INE113E01015,Commodity Chemicals,13.72,Small Cap
NATPEROX,NATIONAL PEROXIDE LTD.,500298,X ,10,INE585A01020,Commodity Chemicals,990.13,Small Cap
GANESHBE,GANESH BENZOPLAST LTD.,500153,X ,1,INE388A01029,Commodity Chemicals,188.6,Small Cap
ASINPET,ASIAN PETROPRODUCTS & EXPORTS,524434,XT,10,INE810M01019,Commodity Chemicals,1.59,Small Cap
GODREJIND,GODREJ INDUSTRIES LTD.,500164,A ,1,INE233A01035,Commodity Chemicals,"14,527.52",Mid Cap
SEL,SANATHNAGAR ENTERPRISES LIMITE,509423,X ,10,INE367E01033,Commodity Chemicals,13.35,Small Cap
DEEPAKNI,DEEPAK NITRITE LTD.,506401,A ,2,INE288B01029,Commodity Chemicals,"4,267.58",Small Cap
DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEM,500645,A ,10,INE501A01019,Commodity Chemicals,828.11,Small Cap
DECOMIC,DECO-MICA LTD.,531227,P ,10,INE907E01010,Commodity Chemicals,6.88,Small Cap
IVP,IVP LTD.,507580,B ,10,INE043C01018,Commodity Chemicals,68.07,Small Cap
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES,506525,B ,5,INE138C01024,Commodity Chemicals,188.92,Small Cap
SHHARICH,SHREE HARI CHEMICALS EXPORT LT,524336,XT,10,INE065E01017,Commodity Chemicals,7.98,Small Cap
JAYCH,JAYSHREE CHEMICALS LTD.,506520,X ,10,INE693E01016,Commodity Chemicals,14.86,Small Cap
VINYOFL,VINYOFLEX LTD.,530401,XT,10,INE526H01011,Commodity Chemicals,8.87,Small Cap
SVCIND,SVC INDUSTRIES LIMITED,524488,XT,10,INE038B01010,Commodity Chemicals,24.28,Small Cap
HOCL,HINDUSTAN ORGANIC CHEMICALS LT,500449,B ,10,INE048A01011,Commodity Chemicals,103.6,Small Cap
GHCL,GHCL LTD.,500171,A ,10,INE539A01019,Commodity Chemicals,"2,022.92",Small Cap
COSMOFILMS,COSMO FILMS LTD.,508814,B ,10,INE757A01017,Commodity Chemicals,422.68,Small Cap
GAYATRIBI,GAYATRI BIOORGANICS LTD.,524564,XT,10,INE052E01015,Commodity Chemicals,8.87,Small Cap
ALCHCORP,ALCHEMIST CORPORATION LTD.,531409,X ,10,INE057D01016,Commodity Chemicals,6.76,Small Cap
MANORG,MANGALAM ORGANICS LIMITED,514418,X ,10,INE370D01013,Commodity Chemicals,266.57,Small Cap
KESARPE,KESAR PETROPRODUCTS LTD.,524174,X ,1,INE133C01033,Commodity Chemicals,57.67,Small Cap
VISHNU,VISHNU CHEMICALS LTD.,516072,B ,10,INE270I01014,Commodity Chemicals,140.41,Small Cap
SUNSHIEL,SUNSHIELD CHEMICALS LTD.,530845,X ,10,INE199E01014,Commodity Chemicals,91.12,Small Cap
GARWARPOLY,GARWARE POLYESTER LTD.,500655,X ,10,INE291A01017,Commodity Chemicals,524.94,Small Cap
PADMAIND,PADMANABH INDUSTRIES LTD,526905,X ,10,INE743D01011,Commodity Chemicals,27.82,Small Cap
PACL,PUNJAB ALKALIES & CHEMICALS LT,506852,X ,10,INE607A01014,Commodity Chemicals,132,Small Cap
AVONLIFE,AVON LIFESCIENCES LIMITED,531541,Z ,10,INE881A01015,Commodity Chemicals,4.69,Small Cap
ALUFLUOR,ALUFLUORIDE LTD.,524634,X ,10,INE058F01019,Commodity Chemicals,73.71,Small Cap
NAVINFLUOR,NAVIN FLUORINE INTERNATIONAL L,532504,A ,2,INE048G01026,Commodity Chemicals,"3,826.33",Small Cap
KANCHI,KANCHI KARPOORAM LTD.,538896,X ,10,INE081G01019,Commodity Chemicals,111.26,Small Cap
AMNPLST,AMINES & PLASTICIZERS LTD.,506248,X ,2,INE275D01022,Commodity Chemicals,174.05,Small Cap
VENLONENT,VENLON ENTERPRISES LTD.,524038,X ,5,INE204D01022,Commodity Chemicals,17.75,Small Cap
ZSOUTGAS,SOUTHERN GAS LTD.,509910,P ,100,INE532U01012,Commodity Chemicals,0.38,Small Cap
GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,506640,XT,10,INE218N01013,Commodity Chemicals,2.63,Small Cap
GENUSPRIME,GENUS PRIME INFRA LIMITED,532425,X ,2,INE256D01014,Commodity Chemicals,3.28,Small Cap
EMMESSA,EMMESSAR BIOTECH & NUTRITION L,524768,XT,10,INE634B01016,Commodity Chemicals,6.12,Small Cap
JINDALPOLY,JINDAL POLY FILMS LTD.,500227,B ,10,INE197D01010,Commodity Chemicals,"1,014.05",Small Cap
MYSORPETRO,MYSORE PETRO CHEMICALS LTD.,506734,X ,10,INE741A01011,Commodity Chemicals,33.72,Small Cap
GULPOLY,GULSHAN POLYOLS LTD.,532457,B ,1,INE255D01024,Commodity Chemicals,192.34,Small Cap
INDIAGLYCO,INDIA GLYCOLS LTD.,500201,B ,10,INE560A01015,Commodity Chemicals,668.26,Small Cap
FISCHER,FISCHER CHEMIC LTD.,524743,XT,10,INE771F01025,Commodity Chemicals,1.24,Small Cap
ESTER,ESTER INDUSTRIES LTD.,500136,B ,5,INE778B01029,Commodity Chemicals,262.27,Small Cap
INDOAMIN,INDO AMINES LTD.,524648,X ,10,INE760F01010,Commodity Chemicals,201.2,Small Cap
RITESHIN,RITESH INTERNATIONAL LTD.,519097,XT,10,INE534D01014,Commodity Chemicals,4.29,Small Cap
GUJALKALI,GUJARAT ALKALIES & CHEMICALS L,530001,A ,10,INE186A01019,Commodity Chemicals,"3,178.44",Small Cap
ADVPETR-B,ADVANCE PETROCHEMICALS LTD.,506947,P ,10,INE334N01018,Commodity Chemicals,3.51,Small Cap
NUTRA,NUTRAPLUS INDIA LTD,524764,X ,5,INE230G01020,Commodity Chemicals,28.75,Small Cap
ELANTAS,ELANTAS BECK INDIA LTD.,500123,B ,10,INE280B01018,Commodity Chemicals,"1,775.36",Small Cap
INDOBORAX,INDO BORAX & CHEMICALS LTD.,524342,X ,10,INE803D01013,Commodity Chemicals,127.84,Small Cap
ANDHRSUGAR,ANDHRA SUGARS LTD.,590062,B ,10,INE715B01013,Commodity Chemicals,777.27,Small Cap
REFNOL,REFNOL RESINS & CHEMICALS LTD.,530815,X ,10,INE428C01011,Commodity Chemicals,7.13,Small Cap
ASHOKALC,ASHOK ALCO-CHEM LTD.,524594,X ,10,INE994D01010,Commodity Chemicals,11.8,Small Cap
VINATIORGA,VINATI ORGANICS LTD.,524200,A ,1,INE410B01037,Commodity Chemicals,"10,618.51",Mid Cap
RIDDHI,RIDDHI SIDDHI GLUCO BIOLS LTD.,524480,X ,10,INE249D01019,Commodity Chemicals,253.77,Small Cap
XPROINDIA,XPRO INDIA LTD.,590013,B ,10,INE445C01015,Commodity Chemicals,18.12,Small Cap
STDSFAC,STANDARD SURFACTANTS LTD.,526231,XT,10,INE307D01015,Commodity Chemicals,6.76,Small Cap
SIL,STANDARD INDUSTRIES LTD.,530017,T ,5,INE173A01025,Commodity Chemicals,80.11,Small Cap
GRAUWEIL,GRAUER & WEIL (INDIA) LTD.,505710,B ,1,INE266D01021,Commodity Chemicals,"1,081.78",Small Cap
SRECR,SREECHEM RESINS LTD.,514248,P ,10,INE377C01010,Commodity Chemicals,1.85,Small Cap
FOSECOIND,FOSECO INDIA LTD.,500150,B ,10,INE519A01011,Commodity Chemicals,814.55,Small Cap
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH H,532842,B ,10,INE917H01012,Commodity Chemicals,175.2,Small Cap
SFPIL,SQUARE FOUR PROJECTS INDIA LIM,526532,X ,10,INE716K01012,Commodity Chemicals,19.53,Small Cap
ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,500012,X ,10,INE714B01016,Commodity Chemicals,335.07,Small Cap
OMKARPH,OMKAR PHARMACHEM LTD.,532167,XT,10,INE501C01015,Commodity Chemicals,14.42,Small Cap
HARLETH,HARYANA LEATHER CHEMICALS LTD.,524080,XT,10,INE681F01018,Commodity Chemicals,10.8,Small Cap
SADHNANIQ,SADHANA NITROCHEM LTD.,506642,X ,1,INE888C01040,Commodity Chemicals,218.76,Small Cap
VIVIDIND,VIVID GLOBAL INDUSTRIES LTD.,524576,X ,5,INE737C01023,Commodity Chemicals,17.16,Small Cap
SONALAD,SONAL ADHESIVES LTD.,526901,X ,10,INE344I01017,Commodity Chemicals,4.69,Small Cap
TGVSL,TGV SRAAC LIMITED,507753,X ,10,INE284B01028,Commodity Chemicals,221.78,Small Cap
LORDSCHLO,LORDS CHLORO ALKALI LTD.,500284,X ,10,INE846D01012,Commodity Chemicals,96.75,Small Cap
BPTEX,BLUE PEARL TEXSPIN LIMITED,514440,XT,10,INE439N01023,Commodity Chemicals,0.31,Small Cap
PREMIERPOL,PREMIER POLYFILM LTD.,514354,B ,5,INE309M01012,Commodity Chemicals,42.52,Small Cap
LINKPH,LINK PHARMA CHEM LTD.,524748,X ,10,INE302F01011,Commodity Chemicals,5.72,Small Cap
LIMECHM,LIME CHEMICALS LTD.,507759,XT,10,INE891G01011,Commodity Chemicals,14.45,Small Cap
TNPETRO,TAMILNADU PETROPRODUCTS LTD.,500777,B ,10,INE148A01019,Commodity Chemicals,312.01,Small Cap
TANFACIND,TANFAC INDUSTRIES LTD.,506854,X ,10,INE639B01015,Commodity Chemicals,143.11,Small Cap
TRANSPEK,TRANSPEK INDUSTRY LTD.,506687,X ,10,INE687A01016,Commodity Chemicals,694.8,Small Cap
CHEMFABALKA,CHEMFAB ALKALIS LTD,541269,B ,10,INE783X01023,Commodity Chemicals,232.75,Small Cap
TATACHEM,TATA CHEMICALS LTD.,500770,A ,10,INE092A01019,Commodity Chemicals,"15,533.22",Mid Cap
TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,500412,B ,1,INE338A01024,Commodity Chemicals,677.84,Small Cap
PNTKYOR,PENTOKEY ORGANY (INDIA) LTD.,524210,X ,10,INE702E01015,Commodity Chemicals,5.59,Small Cap
POEL,POCL ENTERPRISES LTD,539195,X ,10,INE035S01010,Commodity Chemicals,16.8,Small Cap
TUTIALKA,TUTICORIN ALKALI CHEMICALS & F,506808,XT,10,INE400A01014,Commodity Chemicals,29.85,Small Cap
CAPRO,CAPROLACTAM CHEMICALS LTD.,507486,XT,10,INE470N01010,Commodity Chemicals,6.46,Small Cap
KUWERIN,KUWER INDUSTRIES LTD.,530421,X ,10,INE430F01010,Commodity Chemicals,2.93,Small Cap
TCMLMTD,TCM LTD.,524156,X ,10,INE034F01010,Commodity Chemicals,16.82,Small Cap
BHAGIL,BHAGERIA INDUSTRIES LIMITED,530803,B ,5,INE354C01027,Commodity Chemicals,473.12,Small Cap
POLYCHEM,POLYCHEM LTD.,506605,X ,10,INE752B01024,Commodity Chemicals,12.93,Small Cap
BHAGWOX,BHAGWATI OXYGEN LTD.,509449,XT,10,INE026I01010,Commodity Chemicals,2.31,Small Cap
LAFFANSQ,LAFFANS PETROCHEMICALS LTD.,524522,X ,10,INE919B01011,Commodity Chemicals,9.58,Small Cap
CAMEXLTD,CAMEX LTD.,524440,X ,10,INE198C01010,Commodity Chemicals,24.35,Small Cap
TULASEEBIOE,TULASEE BIO-ETHANOL LTD.,524514,ZP,10,INE276N01011,Commodity Chemicals,7.39,Small Cap
CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIE,532413,B ,10,INE345B01019,Computer Hardware,282.43,Small Cap
HCL-INSYS,HCL INFOSYSTEMS LTD.,500179,T ,2,INE236A01020,Computer Hardware,285.78,Small Cap
VINTRON,VINTRON INFORMATICS LTD.,517393,X ,1,INE043B01028,Computer Hardware,4.31,Small Cap
